#APID int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p50 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p50 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p50 cmd_Av_p84 N_stars              
            258   9.35377726077   9.06068018065   9.74778858986   3.98953030157   3.86744218249    4.1149666003  0.578766086803  0.161349660183  0.879541510489             9.5             9.4             9.5             9.7   4.16668256806   4.04418656173   4.16405858632   4.26955399252             0.0             0.0            0.05             0.2           191.0
           2582    8.0123545271   7.86056255547    8.1606647613   3.10488849854   3.02087138263    3.1904947338   0.95544297403  0.716764583739   1.19469836531             7.3             6.9             7.4             8.0   2.54061254064   2.44716072034   2.50842911506   2.57857240394            0.85             0.6            0.75             0.9           161.0
           2583   7.24946998982   7.09186408252   7.40976102166   2.75985781559   2.56076845133   2.95012483855   0.42074677663  0.264216379654    0.5786806092             7.3             6.8             7.1             7.3   2.67177880603   2.66012849089   2.67927774979   2.70476557162            0.55            0.55            0.65            0.75           169.0
           2586   7.49478104304   6.54810128038   8.43231247446    2.5703989754   2.24304112414   2.89856891716  0.968712069954  0.271327082598   1.65671301175             7.9             7.0             7.7             8.2   2.43584104117   2.32005474158   2.39431441358   2.45585066332             1.0            0.85            1.05             1.2            52.0
           2587   8.54828571614    8.4765141448   8.62226940293   3.87151598132   3.81293568749   3.93247961395   1.32002535651   1.20941322843   1.44086216321             7.7             7.7             7.7             8.2   2.92263977342    2.9027495265   2.94079366705   2.97454336948             1.0             0.8             1.0             1.1            74.0
           2588   8.57969609618   8.43309239435   8.72857805683   2.82790510926   2.70891754618    2.9460609158  0.181555453589             0.0  0.390416226167             8.4             7.9             8.3             8.4   3.20327508912    3.0558131325   3.15176460916   3.22840463062            0.85            0.75            0.95            1.15           165.0
           2589    9.2466052682   8.62573338999    9.9804575272   3.82065202566   3.65220711603     4.029547031  0.966498458961  0.223494313061   1.69333016448             9.1             8.9             9.1             9.1   3.85777299944   3.72602419139   3.81423386114   3.85655853271            0.45            0.45             0.6            0.85           163.0
           2591   8.49890230615   8.33969107691   8.65659561979   3.02368523649   2.90628889965   3.13669409156  0.348422984473  0.051642008036  0.668458575436             8.0             7.6             8.0             8.3   2.94454872549   2.88221055157   2.95043081604   2.99669517121            0.65            0.55            0.65             0.8           141.0
           2593   7.26938423614   7.21806382491   7.32170078714   3.51153002654    3.4609136736   3.56310078401  0.750269043168  0.628892614197  0.877424860803             7.4             7.1             7.4             7.5   2.88074003169   2.83775042086   2.86993725051   2.88584558116            1.05            0.95            1.05            1.15           196.0
           2594   7.25128209102   7.03242244083   7.50721007481   2.57051208024   2.36582894716   2.78294618127  0.310509763116 0.0984614106601  0.514920808777             7.2             6.8             7.2             7.4   3.04414447355   2.97339281149   3.02527386092   3.05419772228            1.15             1.1            1.15             1.2           144.0
           2596   6.86759814093   6.72172826334   7.04367588392   2.44548040879   2.21267664698   2.65477808861  0.724815530253   0.61803109781  0.833773719336             7.0             6.6             6.9             7.1   2.55481039264   2.54023839171   2.55329080086    2.5638256249             0.9            0.85            0.95             1.0            44.0
           2597   7.86189854854   7.70653973335   7.98485823866    3.2334213924   3.06039822696   3.42225070591   1.46194352324   1.17587695434   1.78212457056             8.5             8.4             8.5             8.6   2.81968782157   2.76404208803   2.82153307611   2.86211708452             0.2            0.05            0.15             0.3           190.0
           2598   8.31289934086   7.75497704216   8.92955039201   2.90934976924   2.63835906543   3.17598667574  0.984349844367  0.143808454535   2.01694036975             8.9             8.8             8.9             8.9   3.11155058028   3.08243144993   3.11161757821   3.13335656545             0.0             0.0  0.145241541833            0.35           100.0
           2599   6.69378227926   6.57218460152   6.79519772742   2.65753260474   2.45209466429   2.84644224822  0.490845568168  0.422585568168  0.565061586778             8.2             8.1             8.2             8.8   3.02093526661   2.89555272117   3.05827473503   3.62121547085            0.95            0.75            0.95            1.15           184.0
             26   8.55360762143   8.42095484969   8.68933962135   3.94735076973    3.8648527682   4.03233070699   1.35874385461   1.13109371801    1.5909928903             9.0             8.9             9.0             9.0   3.89948642801    3.8533154721   3.89862277315   3.92659635056             0.0             0.0            0.05            0.15           297.0
            260   7.62602072102   7.53855405371   7.68486852598   2.22674713337   2.10827634849   2.37455463396 0.0623059802563             0.0  0.149803513908             9.1             9.1             9.1             9.1   4.02060289108   3.85136965152   4.02029248881    4.0613034733            0.15             0.1             0.2             0.3           288.0
           2600   8.99835900172   8.86732136167   9.16006730917     4.316909015   4.25292217942   4.39077856755  0.600630580469  0.364641518086  0.805759591443             9.5             9.5             9.5             9.6   5.12097761592   5.12001119643   5.12252373621   5.20203559439            0.15             0.1            0.15            0.15           800.0
           2601   9.35796089619   9.26796129916   9.43747480677   3.48867800619   3.39710246148   3.58264548135  0.106321312957             0.0  0.234744965968             8.9             8.3             8.9             8.9    3.5663966302   3.41989727785   3.53384266021   3.56645714568            0.25             0.2             0.3            1.35           119.0
